Mã giao dịch,Đại lý,Điểm bán hàng,Thuê bao mua dịch vụ,Thuộc đối tác/chi nhánh,Dịch vụ,Tên gói,Tên kênh,Trạng thái cước,Cờ chốt cước,Trạng thái giao dịch,Thời gian thực hiện giao dịch,Thời gian chốt hoa hồng giao dịch,Loại giao dịch,Giá,Hoa hồng điểm bán,Hoa hồng đại lý
159719551,"IPacking","IPacking_db",84909080318,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 10:49:18,22/07/2023 10:49:18,Cài đặt,90000,0,29455
159717937,"IPacking","IPacking_db",84934201003,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,22/07/2023 09:58:13,22/07/2023 09:58:13,Cài đặt,150000,0,49091
159716905,"IPacking","IPacking_db",84909178973,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 09:22:15,22/07/2023 09:22:15,Cài đặt,90000,0,29455
159715683,"IPacking","IPacking_db",84934044550,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,22/07/2023 08:40:52,22/07/2023 08:40:52,Cài đặt,70000,0,22909
159715237,"IPacking","IPacking_db",84777633463,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,22/07/2023 08:24:54,22/07/2023 08:24:54,Cài đặt,150000,0,49091
159714861,"IPacking","IPacking_db",84933453456,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,22/07/2023 08:09:12,22/07/2023 08:09:12,Cài đặt,150000,0,49091
159713513,"IPacking","IPacking_db",84908858335,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,22/07/2023 07:18:27,22/07/2023 07:18:27,Cài đặt,150000,0,49091
159713275,"IPacking","IPacking_db",84936001180,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 07:04:07,22/07/2023 07:04:07,Cài đặt,90000,0,29455
159713259,"IPacking","IPacking_db",84935053086,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 07:03:51,22/07/2023 07:03:51,Cài đặt,90000,0,29455
159712675,"IPacking","IPacking_db",84905293517,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,22/07/2023 06:04:45,22/07/2023 06:04:45,Cài đặt,120000,0,39273
159712347,"IPacking","IPacking_db",84907718952,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 02:10:57,22/07/2023 02:10:57,Cài đặt,90000,0,29455
159712201,"IPacking","IPacking_db",84934246010,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,22/07/2023 00:39:37,22/07/2023 00:39:37,Cài đặt,90000,0,29455
159710435,"IPacking","IPacking_db",84905702441,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 21:13:40,21/07/2023 21:13:40,Cài đặt,150000,0,49091
159710137,"IPacking","IPacking_db",84939667781,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 20:59:00,21/07/2023 20:59:00,Cài đặt,90000,0,29455
159709989,"IPacking","IPacking_db",84932619813,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 20:53:32,21/07/2023 20:53:32,Cài đặt,90000,0,29455
159708737,"IPacking","IPacking_db",84932389531,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 20:21:16,21/07/2023 20:21:16,Cài đặt,70000,0,22909
159708583,"IPacking","IPacking_db",84936260153,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 20:19:28,21/07/2023 20:19:28,Cài đặt,90000,0,29455
159707585,"IPacking","IPacking_db",84903159300,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 19:55:48,21/07/2023 19:55:48,Cài đặt,70000,0,22909
159704947,"IPacking","IPacking_db",84898532769,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 18:50:50,21/07/2023 18:50:50,Cài đặt,90000,0,29455
159704695,"IPacking","IPacking_db",84777920005,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 18:42:28,21/07/2023 18:42:28,Cài đặt,70000,0,22909
159704279,"IPacking","IPacking_db",84937350098,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,21/07/2023 18:29:17,21/07/2023 18:29:17,Cài đặt,15000,0,6818
159704091,"IPacking","IPacking_db",84931998068,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 18:24:26,21/07/2023 18:24:26,Cài đặt,70000,0,22909
159703577,"IPacking","IPacking_db",84908847351,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 18:04:08,21/07/2023 18:04:08,Cài đặt,90000,0,29455
159702779,"IPacking","IPacking_db",84932836616,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 17:36:36,21/07/2023 17:36:36,Cài đặt,150000,0,49091
159702769,"IPacking","IPacking_db",84769918132,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 17:36:03,21/07/2023 17:36:03,Cài đặt,120000,0,39273
159702453,"IPacking","IPacking_db",84706874376,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 17:21:43,21/07/2023 17:21:43,Cài đặt,90000,0,29455
159702073,"IPacking","IPacking_db",84937211676,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 17:07:51,21/07/2023 17:07:51,Cài đặt,150000,0,49091
159701557,"IPacking","IPacking_db",84935918429,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 16:48:05,21/07/2023 16:48:05,Cài đặt,70000,0,22909
159700917,"IPacking","IPacking_db",84938836093,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 16:25:43,21/07/2023 16:25:43,Cài đặt,70000,0,22909
159700609,"IPacking","IPacking_db",84901436527,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 16:13:20,21/07/2023 16:13:20,Cài đặt,90000,0,29455
159700137,"IPacking","IPacking_db",84775163704,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:54:43,21/07/2023 15:54:43,Cài đặt,90000,0,29455
159700127,"IPacking","IPacking_db",84766556778,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:54:35,21/07/2023 15:54:35,Cài đặt,150000,0,49091
159699465,"IPacking","IPacking_db",84767299421,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,21/07/2023 15:29:02,21/07/2023 15:29:02,Cài đặt,30000,0,8182
159699403,"IPacking","IPacking_db",84784976374,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:26:58,21/07/2023 15:26:58,Cài đặt,70000,0,22909
159699291,"IPacking","IPacking_db",84906895847,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:22:24,21/07/2023 15:22:24,Cài đặt,150000,0,49091
159699033,"IPacking","IPacking_db",84933185708,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:09:49,21/07/2023 15:09:49,Cài đặt,90000,0,29455
159698861,"IPacking","IPacking_db",84931361893,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 15:03:34,21/07/2023 15:03:34,Cài đặt,70000,0,22909
159698115,"IPacking","IPacking_db",84778161210,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 14:34:33,21/07/2023 14:34:33,Cài đặt,90000,0,29455
159698073,"IPacking","IPacking_db",84765898714,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 14:33:05,21/07/2023 14:33:05,Cài đặt,90000,0,29455
159697227,"IPacking","IPacking_db",84937465450,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:58:31,21/07/2023 13:58:31,Cài đặt,120000,0,39273
159696941,"IPacking","IPacking_db",84903371186,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:44:52,21/07/2023 13:44:52,Cài đặt,120000,0,39273
159696327,"IPacking","IPacking_db",84899685203,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:11:02,21/07/2023 13:11:02,Cài đặt,90000,0,29455
159696251,"IPacking","IPacking_db",84764191485,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:07:52,21/07/2023 13:07:52,Cài đặt,90000,0,29455
159696217,"IPacking","IPacking_db",84933541781,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:06:03,21/07/2023 13:06:03,Cài đặt,120000,0,39273
159696211,"IPacking","IPacking_db",84938844341,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 13:05:44,21/07/2023 13:05:44,Cài đặt,70000,0,22909
159695769,"IPacking","IPacking_db",84779326079,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 12:44:27,21/07/2023 12:44:27,Cài đặt,90000,0,29455
159695601,"IPacking","IPacking_db",84703124426,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 12:35:42,21/07/2023 12:35:42,Cài đặt,90000,0,29455
159695311,"IPacking","IPacking_db",84702085643,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 12:21:23,21/07/2023 12:21:23,Cài đặt,70000,0,22909
159695083,"IPacking","IPacking_db",84903128754,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 12:12:08,21/07/2023 12:12:08,Cài đặt,90000,0,29455
159695003,"IPacking","IPacking_db",84908437590,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 12:09:10,21/07/2023 12:09:10,Cài đặt,70000,0,22909
159694505,"IPacking","IPacking_db",84793399759,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 11:51:33,21/07/2023 11:51:33,Cài đặt,90000,0,29455
159694289,"IPacking","IPacking_db",84772149814,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 11:44:12,21/07/2023 11:44:12,Cài đặt,70000,0,22909
159694185,"IPacking","IPacking_db",84772606165,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 11:40:37,21/07/2023 11:40:37,Cài đặt,90000,0,29455
159694083,"IPacking","IPacking_db",84786090185,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 11:35:54,21/07/2023 11:35:54,Cài đặt,70000,0,22909
159693801,"IPacking","IPacking_db",84908142666,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 11:25:44,21/07/2023 11:25:44,Cài đặt,90000,0,29455
159692555,"IPacking","IPacking_db",84903267077,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 10:40:56,21/07/2023 10:40:56,Cài đặt,70000,0,22909
159692043,"IPacking","IPacking_db",84909338039,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 10:20:27,21/07/2023 10:20:27,Cài đặt,90000,0,29455
159691979,"IPacking","IPacking_db",84906533794,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,21/07/2023 10:18:09,21/07/2023 10:18:09,Cài đặt,30000,0,8182
159691845,"IPacking","IPacking_db",84909926978,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 10:13:57,21/07/2023 10:13:57,Cài đặt,90000,0,29455
159691823,"IPacking","IPacking_db",84909491511,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 10:13:27,21/07/2023 10:13:27,Cài đặt,150000,0,49091
159691381,"IPacking","IPacking_db",84788740806,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 09:57:38,21/07/2023 09:57:38,Cài đặt,70000,0,22909
159691255,"IPacking","IPacking_db",84789124009,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 09:53:12,21/07/2023 09:53:12,Cài đặt,90000,0,29455
159691093,"IPacking","IPacking_db",84904128109,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 09:47:50,21/07/2023 09:47:50,Cài đặt,70000,0,22909
159690755,"IPacking","IPacking_db",84792097893,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 09:36:25,21/07/2023 09:36:25,Cài đặt,90000,0,29455
159688849,"IPacking","IPacking_db",84938708709,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 08:31:30,21/07/2023 08:31:30,Cài đặt,90000,0,29455
159688481,"IPacking","IPacking_db",84899773120,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,21/07/2023 08:19:51,21/07/2023 08:19:51,Cài đặt,15000,0,6818
159687761,"IPacking","IPacking_db",84782177307,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,21/07/2023 07:52:34,21/07/2023 07:52:34,Cài đặt,150000,0,49091
159687481,"IPacking","IPacking_db",84939560633,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 07:40:06,21/07/2023 07:40:06,Cài đặt,120000,0,39273
159687451,"IPacking","IPacking_db",84793543869,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 07:39:22,21/07/2023 07:39:22,Cài đặt,90000,0,29455
159687291,"IPacking","IPacking_db",84794276261,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 07:32:35,21/07/2023 07:32:35,Cài đặt,90000,0,29455
159687241,"IPacking","IPacking_db",84767130743,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,21/07/2023 07:30:04,21/07/2023 07:30:04,Cài đặt,120000,0,39273
159686537,"IPacking","IPacking_db",84786200483,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 06:50:24,21/07/2023 06:50:24,Cài đặt,90000,0,29455
159686457,"IPacking","IPacking_db",84782292966,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 06:40:59,21/07/2023 06:40:59,Cài đặt,90000,0,29455
159686419,"IPacking","IPacking_db",84899714714,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,21/07/2023 06:35:44,21/07/2023 06:35:44,Cài đặt,70000,0,22909
159686351,"IPacking","IPacking_db",84705531560,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 06:25:17,21/07/2023 06:25:17,Cài đặt,90000,0,29455
159686209,"IPacking","IPacking_db",84789445065,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 05:46:09,21/07/2023 05:46:09,Cài đặt,90000,0,29455
159686189,"IPacking","IPacking_db",84776838549,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,21/07/2023 05:36:23,21/07/2023 05:36:23,Cài đặt,15000,0,6818
159685697,"IPacking","IPacking_db",84766383624,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,21/07/2023 00:53:03,21/07/2023 00:53:03,Cài đặt,90000,0,29455
159685339,"IPacking","IPacking_db",84769021512,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 23:09:57,20/07/2023 23:09:57,Cài đặt,90000,0,29455
159683359,"IPacking","IPacking_db",84777455418,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 20:42:14,20/07/2023 20:42:14,Cài đặt,90000,0,29455
159683015,"IPacking","IPacking_db",84776864753,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,20/07/2023 20:27:58,20/07/2023 20:27:58,Cài đặt,120000,0,39273
159682955,"IPacking","IPacking_db",84905919244,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 20:25:35,20/07/2023 20:25:35,Cài đặt,90000,0,29455
159682653,"IPacking","IPacking_db",84789259019,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,20/07/2023 20:13:21,20/07/2023 20:13:21,Cài đặt,150000,0,49091
159681993,"IPacking","IPacking_db",84906014595,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:48:23,20/07/2023 19:48:23,Cài đặt,150000,0,49091
159681671,"IPacking","IPacking_db",84779826720,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:34:02,20/07/2023 19:34:02,Cài đặt,90000,0,29455
159681665,"IPacking","IPacking_db",84707013421,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:33:49,20/07/2023 19:33:49,Cài đặt,70000,0,22909
159681467,"IPacking","IPacking_db",84933411981,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:26:49,20/07/2023 19:26:49,Cài đặt,90000,0,29455
159680803,"IPacking","IPacking_db",84767421372,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:06:03,20/07/2023 19:06:03,Cài đặt,90000,0,29455
159680793,"IPacking","IPacking_db",84907526376,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:05:29,20/07/2023 19:05:29,Cài đặt,90000,0,29455
159680771,"IPacking","IPacking_db",84932345003,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 19:04:36,20/07/2023 19:04:36,Cài đặt,70000,0,22909
159680211,"IPacking","IPacking_db",84774576985,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 18:44:21,20/07/2023 18:44:21,Cài đặt,90000,0,29455
159679491,"IPacking","IPacking_db",84763822210,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 18:19:22,20/07/2023 18:19:22,Cài đặt,90000,0,29455
159679321,"IPacking","IPacking_db",84906416636,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 18:11:35,20/07/2023 18:11:35,Cài đặt,70000,0,22909
159679233,"IPacking","IPacking_db",84773744205,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 18:08:37,20/07/2023 18:08:37,Cài đặt,70000,0,22909
159679169,"IPacking","IPacking_db",84766456263,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 18:05:21,20/07/2023 18:05:21,Cài đặt,70000,0,22909
159679003,"IPacking","IPacking_db",84773159881,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,20/07/2023 17:58:21,20/07/2023 17:58:21,Cài đặt,150000,0,49091
159678781,"IPacking","IPacking_db",84939591947,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 17:49:15,20/07/2023 17:49:15,Cài đặt,90000,0,29455
159678511,"IPacking","IPacking_db",84705382328,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 17:39:23,20/07/2023 17:39:23,Cài đặt,90000,0,29455
159677789,"IPacking","IPacking_db",84908218604,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 17:13:52,20/07/2023 17:13:52,Cài đặt,70000,0,22909
159677765,"IPacking","IPacking_db",84937218217,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 17:13:15,20/07/2023 17:13:15,Cài đặt,90000,0,29455
159676441,"IPacking","IPacking_db",84934263552,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 16:23:37,20/07/2023 16:23:37,Cài đặt,90000,0,29455
159675815,"IPacking","IPacking_db",84933657671,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:58:46,20/07/2023 15:58:46,Cài đặt,70000,0,22909
159675655,"IPacking","IPacking_db",84909081428,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:53:15,20/07/2023 15:53:15,Cài đặt,150000,0,49091
159675621,"IPacking","IPacking_db",84899847093,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:52:26,20/07/2023 15:52:26,Cài đặt,90000,0,29455
159674837,"IPacking","IPacking_db",84909178879,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:21:01,20/07/2023 15:21:01,Cài đặt,90000,0,29455
159674551,"IPacking","IPacking_db",84703706567,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:09:22,20/07/2023 15:09:22,Cài đặt,90000,0,29455
159674401,"IPacking","IPacking_db",84906596861,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:02:30,20/07/2023 15:02:30,Cài đặt,120000,0,39273
159674355,"IPacking","IPacking_db",84779457787,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 15:01:32,20/07/2023 15:01:32,Cài đặt,90000,0,29455
159674181,"IPacking","IPacking_db",84902982135,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,20/07/2023 14:55:18,20/07/2023 14:55:18,Cài đặt,150000,0,49091
159673941,"IPacking","IPacking_db",84902854033,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,20/07/2023 14:44:24,20/07/2023 14:44:24,Cài đặt,70000,0,22909
159673749,"IPacking","IPacking_db",84908409991,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 14:36:54,20/07/2023 14:36:54,Cài đặt,90000,0,29455
159673285,"IPacking","IPacking_db",84777296777,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,20/07/2023 14:18:46,20/07/2023 14:18:46,Cài đặt,90000,0,29455
